9.38795;2.99613
3.18537;13.0054
-0.982815;8.61621
2.89414;0.322866
-1.20848;3.78878
3.64454;4.55943
-1.18817;11.8143
-1.53858;1.67791
9.60582;-5.23347
4.9268;0.432023
6.5751;-4.61434
0.383261;5.20905
4.79417;8.10636
3.69414;9.97277
2.23462;7.63044
5.75337;0.0445004
-1.42339;-4.65221
-0.0386435;-3.50586
6.76943;5.70212
2.68543;10.4367
9.92766;11.7824
1.07348;-5.00089
5.98812;-0.10893
2.60544;6.99439
1.45149;13.8864
8.74795;14.7515
9.80261;-4.31538
3.91033;5.24936
6.67056;14.0128
1.20265;-4.71093
4.87186;12.878
1.83775;6.73982
9.20476;3.85344
6.35226;7.65983
9.96461;-4.47903
2.84514;14.5165
8.67766;7.56259
9.94175;5.37012
8.76352;1.66258
-0.430278;-2.41874
1.38943;15.2609
-0.448406;-0.708935
-1.24111;6.76337
7.09881;10.2065
4.37639;15.2326
7.64462;-4.11056
8.56748;-3.70084
6.00672;10.8064
4.59149;1.33322
3.05643;5.17816
2.70667;11.0328
3.75836;-0.372408
3.1302;3.68019
7.36012;0.519005
7.5573;12.8322
3.41872;-4.63823
8.55752;5.90306
1.44877;13.5087
-0.257757;-5.33674
6.05585;7.91261
10.159;3.68083
6.67688;12.4764
4.49285;1.90131
5.80876;-4.39741
6.35258;-4.78091
4.95043;-4.4413
8.07677;-5.05463
1.7536;-0.682813
3.71889;-4.34599
4.41068;-0.561658
9.35356;14.4065
1.53292;11.0494
4.10972;5.92296
6.53748;7.44594
4.83927;1.74333
1.2806;5.95205
7.6038;14.6306
3.03484;0.874142
1.95109;-4.8187
2.49099;15.2364
-0.981204;13.7275
-1.32707;13.1222
9.4602;1.45143
-0.387472;2.76841
2.85025;7.74562
5.76529;1.06167
5.16261;13.4769
-0.575106;-4.06841
3.5899;11.1392
6.4343;15.456
-0.134292;14.2061
4.73748;13.7766
8.98239;14.3066
0.876164;-1.16142
9.92592;6.59752
0.547146;-4.64175
4.11857;-0.659864
9.35028;3.46784
4.95661;-4.61009
8.06785;14.367
6.29602;3.913
1.32067;-0.2424
2.44135;2.00973
2.04097;11.2597
0.0179389;-5.46328
7.77042;0.501383
9.50017;1.59382
0.663159;12.0495
1.59021;3.39882
-1.27397;-0.141769
10.2165;-0.566945
1.77085;4.79132
3.80325;-0.833033
9.2238;-4.96525
1.39393;9.9654
9.87671;14.1624
0.4348;-0.699582
0.458575;5.73826
5.25294;5.07919
2.2174;9.92904
4.28481;-2.81632
-1.53547;3.82871
3.80572;-0.821545
1.57753;10.1479
5.97701;1.23622
10.2221;8.0436
4.88673;0.692592
-0.161473;-5.08753
4.42403;-4.43592
-1.24016;10.8864
7.66399;-5.18103
6.81791;14.8779
1.14394;13.4388
4.28494;11.8995
3.08603;12.0841
4.97776;13.604
9.80016;6.72901
2.46581;3.51529
7.87998;7.78084
0.311811;3.95473
9.65689;-1.86072
-0.639523;5.15634
3.83678;-0.696743
4.5436;15.1614
1.57134;6.48603
7.38878;-4.13318
5.25;4.56672
-1.35588;11.8944
2.79318;5.83085
6.10081;10.9936
2.7414;-0.907501
6.56004;1.65273
7.83086;-4.49977
7.45744;7.19897
6.37918;14.3012
-1.12217;7.76812
-0.386878;-2.37797
-0.110308;6.74234
2.74731;8.46327
5.02073;8.26263
1.04674;1.42164
6.86397;11.7243
7.9262;10.3442
6.00067;-1.53608
1.74714;0.882585
9.90859;8.55994
4.49005;8.5251
-1.6599;1.26659
6.80447;10.8507
9.34175;2.77639
6.87678;15.0893
-1.47028;12.0623
-0.232118;-2.06103
3.24981;5.10659
8.16271;15.1784
0.143837;-4.17847
1.99005;12.9687
8.81618;-2.94156
5.82589;5.63448
1.94563;13.9578
8.22832;0.449888
5.37158;1.96215
9.63285;7.20043
6.34928;8.47031
2.81921;7.1643
-1.06903;-3.32701
5.2206;-3.7388
9.4959;9.43485
1.1901;2.00999
0.813678;-3.92759
2.32625;2.38065
-0.127752;8.25851
1.27532;-5.09025
7.54254;13.1321
4.81527;-3.6907
7.98426;2.53129
2.6524;3.07771
7.07197;1.20418
-1.62249;3.19218
10.0326;2.79925
-1.57773;-4.60882
4.20271;7.08003
-0.265784;3.67756
1.94136;2.32255
7.75431;5.52632
3.58712;-2.65402
9.02256;6.75889
7.70685;-2.27371
5.45779;6.39144
-1.2909;-2.31714
6.04757;12.4184
4.62666;-5.07007
1.35918;0.177594
2.2952;0.244209
6.42987;1.27859
6.24341;9.19625
2.60129;-2.0143
1.80502;4.79214
5.45472;7.26117
8.56982;2.82081
-0.18858;0.979652
4.5996;-4.83554
8.92631;1.24128
0.441854;4.87718
8.86584;-0.780836
5.96717;5.80346
-0.845697;-1.7558
4.92336;1.6036
3.60245;13.3375
5.56018;-2.73843
0.856332;0.361275
8.19447;6.75585
3.5597;-2.7959
-0.896864;-4.51976
7.05587;14.1327
3.53346;12.7227
1.13991;14.9378
9.01126;-2.67912
1.7495;-3.75205
5.76032;-1.71816
1.91406;0.228106
6.83874;2.57464
3.63132;0.288686
6.89185;13.3641
0.290674;1.49606
-1.4239;2.71226
5.56562;12.5535
